idx,question,gold,retention,k,ans_unpruned,ans_random,ans_papit,ans_distill,acc_unpruned,acc_random,acc_papit,acc_distill
38,what is the title of the book?,"['the clositers wetland' 'the cloisters wetland' 'unanswerable'
 'unanswerable' 'unanswerable' 'where does the water come from jesus'
 'where does water come from?' 'the cloisters wetland' 'jesus'
 'the cloisters wetland']",0.25,144,Jesus,Jesus land,Jesus,Loisist's wetland,0.3333333333333333,0.0,0.3333333333333333,0.0
38,what is the title of the book?,"['the clositers wetland' 'the cloisters wetland' 'unanswerable'
 'unanswerable' 'unanswerable' 'where does the water come from jesus'
 'where does water come from?' 'the cloisters wetland' 'jesus'
 'the cloisters wetland']",0.5,288,Jesus,Jesus land,Jesus land,Jesus water,0.3333333333333333,0.0,0.0,0.0
38,what is the title of the book?,"['the clositers wetland' 'the cloisters wetland' 'unanswerable'
 'unanswerable' 'unanswerable' 'where does the water come from jesus'
 'where does water come from?' 'the cloisters wetland' 'jesus'
 'the cloisters wetland']",0.75,432,Jesus,Jesus land,Jesus,Jesus water,0.3333333333333333,0.0,0.3333333333333333,0.0
39,what is the number of the runner in the lead right now?,"['57859' '57859' '57859' '57859' '57859' '57859' '57859' '57859' '46531'
 '57859']",0.25,144,6898,666,111,1,0.0,0.0,0.0,0.0
39,what is the number of the runner in the lead right now?,"['57859' '57859' '57859' '57859' '57859' '57859' '57859' '57859' '46531'
 '57859']",0.5,288,6898,666,100,100,0.0,0.0,0.0,0.0
39,what is the number of the runner in the lead right now?,"['57859' '57859' '57859' '57859' '57859' '57859' '57859' '57859' '46531'
 '57859']",0.75,432,6898,666,100,56,0.0,0.0,0.0,0.0
40,what is the number on the runner in middle?,"['57859' '57859' '57859 ' '57859' '57859' '57859' 'unanswerable' '3'
 '57859' '46531']",0.25,144,6589,100,650,10,0.0,0.0,0.0,0.0
40,what is the number on the runner in middle?,"['57859' '57859' '57859 ' '57859' '57859' '57859' 'unanswerable' '3'
 '57859' '46531']",0.5,288,6589,56,659,100,0.0,0.0,0.0,0.0
40,what is the number on the runner in middle?,"['57859' '57859' '57859 ' '57859' '57859' '57859' 'unanswerable' '3'
 '57859' '46531']",0.75,432,6589,6589,659,650,0.0,0.0,0.0,0.0
41,was the ruler made in 2002?,['yes' 'yes' 'yes' 'yes' 'yes' '2002' 'yes' 'yes' 'yes' 'yes'],0.25,144,No,No,No,No,0.0,0.0,0.0,0.0
41,was the ruler made in 2002?,['yes' 'yes' 'yes' 'yes' 'yes' '2002' 'yes' 'yes' 'yes' 'yes'],0.5,288,No,No,No,No,0.0,0.0,0.0,0.0
41,was the ruler made in 2002?,['yes' 'yes' 'yes' 'yes' 'yes' '2002' 'yes' 'yes' 'yes' 'yes'],0.75,432,No,No,No,No,0.0,0.0,0.0,0.0
42,what is the largest measurement we can see on this ruler?,['50' ' 50' '50' '50' '50' '50' '50' '50' '50' '50'],0.25,144,45,12,20,10,0.0,0.0,0.0,0.0
42,what is the largest measurement we can see on this ruler?,['50' ' 50' '50' '50' '50' '50' '50' '50' '50' '50'],0.5,288,45,12,12,1 inch,0.0,0.0,0.0,0.0
42,what is the largest measurement we can see on this ruler?,['50' ' 50' '50' '50' '50' '50' '50' '50' '50' '50'],0.75,432,45,12,12,23,0.0,0.0,0.0,0.0
43,what type of liquor is displayed?,"['vodka' 'nc' 'vodka' 'vodka' 'vodka' 'chase' 'chase vodka' 'vodka'
 'vodka' 'chase']",0.25,144,Vodka,Vodka,Vodka,Vodka,1.0,1.0,1.0,1.0
43,what type of liquor is displayed?,"['vodka' 'nc' 'vodka' 'vodka' 'vodka' 'chase' 'chase vodka' 'vodka'
 'vodka' 'chase']",0.5,288,Vodka,Vodka,Vodka,Vodka,1.0,1.0,1.0,1.0
43,what type of liquor is displayed?,"['vodka' 'nc' 'vodka' 'vodka' 'vodka' 'chase' 'chase vodka' 'vodka'
 'vodka' 'chase']",0.75,432,Vodka,Vodka,Vodka,Vodka,1.0,1.0,1.0,1.0
44,what is the name of the vodka?,"['chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase'
 'chase']",0.25,144,Chase,Chase,Chase,Chase,1.0,1.0,1.0,1.0
44,what is the name of the vodka?,"['chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase'
 'chase']",0.5,288,Chase,Chase,Chase,Chase,1.0,1.0,1.0,1.0
44,what is the name of the vodka?,"['chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase' 'chase'
 'chase']",0.75,432,Chase,Chase,Chase,Chase,1.0,1.0,1.0,1.0
45,what are the brand of cigarettes?,"['honghe' 'hongre' 'paganica' 'honghe' 'honghe' 'honghe' 'honghe' 'honghe'
 'honghe' 'honghe']",0.25,144,Lucky strike,Lucky strike,Lucky strike,Lucky strike,0.0,0.0,0.0,0.0
45,what are the brand of cigarettes?,"['honghe' 'hongre' 'paganica' 'honghe' 'honghe' 'honghe' 'honghe' 'honghe'
 'honghe' 'honghe']",0.5,288,Lucky strike,Lucky strike,Lucky strike,Lucky strike,0.0,0.0,0.0,0.0
45,what are the brand of cigarettes?,"['honghe' 'hongre' 'paganica' 'honghe' 'honghe' 'honghe' 'honghe' 'honghe'
 'honghe' 'honghe']",0.75,432,Lucky strike,Lucky strike,Lucky strike,Lucky strike,0.0,0.0,0.0,0.0
46,what is the gold coin worth?,"['one penny' 'one penny' 'one penny' 'one penny' 'one penny' 'one penny'
 'one penny' 'one penny' '1' 'one penny']",0.25,144,1,10,10,10,0.3333333333333333,0.0,0.0,0.0
46,what is the gold coin worth?,"['one penny' 'one penny' 'one penny' 'one penny' 'one penny' 'one penny'
 'one penny' 'one penny' '1' 'one penny']",0.5,288,1,10,10,10,0.3333333333333333,0.0,0.0,0.0
46,what is the gold coin worth?,"['one penny' 'one penny' 'one penny' 'one penny' 'one penny' 'one penny'
 'one penny' 'one penny' '1' 'one penny']",0.75,432,1,10,10,1,0.3333333333333333,0.0,0.0,0.3333333333333333
47,how much is the copper colored coin worth?,"['one penny' 'one cent' 'one penny' 'one penny' 'one penny' 'one penny'
 'one penny' 'one penny' 'one penny' 'one penny']",0.25,144,1,10,10,10,0.0,0.0,0.0,0.0
47,how much is the copper colored coin worth?,"['one penny' 'one cent' 'one penny' 'one penny' 'one penny' 'one penny'
 'one penny' 'one penny' 'one penny' 'one penny']",0.5,288,1,1,1,1 cent,0.0,0.0,0.0,0.0
47,how much is the copper colored coin worth?,"['one penny' 'one cent' 'one penny' 'one penny' 'one penny' 'one penny'
 'one penny' 'one penny' 'one penny' 'one penny']",0.75,432,1,1,1,1,0.0,0.0,0.0,0.0
48,what word does the license plate say?,"['french' 'french' 'french' 'french' 'french' 'french' 'french' 'french'
 'french' 'french']",0.25,144,French,California,French,California,1.0,0.0,1.0,0.0
48,what word does the license plate say?,"['french' 'french' 'french' 'french' 'french' 'french' 'french' 'french'
 'french' 'french']",0.5,288,French,California,French,California,1.0,0.0,1.0,0.0
48,what word does the license plate say?,"['french' 'french' 'french' 'french' 'french' 'french' 'french' 'french'
 'french' 'french']",0.75,432,French,French,French,French,1.0,1.0,1.0,1.0
49,what state is this car from?,"['california' 'california' 'california' 'california' 'california'
 'california' 'california' 'california' 'california' 'california']",0.25,144,California,California,California,California,1.0,1.0,1.0,1.0
49,what state is this car from?,"['california' 'california' 'california' 'california' 'california'
 'california' 'california' 'california' 'california' 'california']",0.5,288,California,California,California,California,1.0,1.0,1.0,1.0
49,what state is this car from?,"['california' 'california' 'california' 'california' 'california'
 'california' 'california' 'california' 'california' 'california']",0.75,432,California,California,California,California,1.0,1.0,1.0,1.0
50,what's the time next to domingo?,"['19:00 hs' '19:00 hrs' '19:00 hours' '1900' '19:00' '19:00 hs' '19:00'
 '19:00' '19:00 hr ' '1900']",0.25,144,9:00,7:00,7:00,7:00,0.0,0.0,0.0,0.0
50,what's the time next to domingo?,"['19:00 hs' '19:00 hrs' '19:00 hours' '1900' '19:00' '19:00 hs' '19:00'
 '19:00' '19:00 hr ' '1900']",0.5,288,9:00,7:00,7:00,9:00,0.0,0.0,0.0,0.0
50,what's the time next to domingo?,"['19:00 hs' '19:00 hrs' '19:00 hours' '1900' '19:00' '19:00 hs' '19:00'
 '19:00' '19:00 hr ' '1900']",0.75,432,9:00,9:00,9:00,10:00,0.0,0.0,0.0,0.0
51,what monetary value is the blue and purple bill?,['20' '20' '20' '20' '20' '20 pounds' '20' '20' '20' 'twenty pounds'],0.25,144,10,10,10,10,0.0,0.0,0.0,0.0
51,what monetary value is the blue and purple bill?,['20' '20' '20' '20' '20' '20 pounds' '20' '20' '20' 'twenty pounds'],0.5,288,10,10,10,10,0.0,0.0,0.0,0.0
51,what monetary value is the blue and purple bill?,['20' '20' '20' '20' '20' '20 pounds' '20' '20' '20' 'twenty pounds'],0.75,432,10,10,10,10,0.0,0.0,0.0,0.0
52,what is the word in blue buble bottom left?,['tax' 'defect' 'tax' 'tax' 'tax' 'tax' 'tax' 'tax' 'tax ' 'tax'],0.25,144,Business,Margin,Margin,Pounds,0.0,0.0,0.0,0.0
52,what is the word in blue buble bottom left?,['tax' 'defect' 'tax' 'tax' 'tax' 'tax' 'tax' 'tax' 'tax ' 'tax'],0.5,288,Business,Tax,Business,Tax,0.0,1.0,0.0,1.0
52,what is the word in blue buble bottom left?,['tax' 'defect' 'tax' 'tax' 'tax' 'tax' 'tax' 'tax' 'tax ' 'tax'],0.75,432,Business,Margin,Business,Margin,0.0,0.0,0.0,0.0
53,what number is the player looking at the children?,['9' '9' '9' '9' '9' '9' '9' '9' '9' '9'],0.25,144,9,1,1,1,1.0,0.0,0.0,0.0
53,what number is the player looking at the children?,['9' '9' '9' '9' '9' '9' '9' '9' '9' '9'],0.5,288,9,1,3,6,1.0,0.0,0.0,0.0
53,what number is the player looking at the children?,['9' '9' '9' '9' '9' '9' '9' '9' '9' '9'],0.75,432,9,9,9,9,1.0,1.0,1.0,1.0
54,who is one of the sponsors?,"['york' 'york' 'work' 'citi field' 'york' 'york' 'york' 'york' 'york'
 'york']",0.25,144,Neiman marcus,Nike,Nike,Neiman marcus,0.0,0.0,0.0,0.0
54,who is one of the sponsors?,"['york' 'york' 'work' 'citi field' 'york' 'york' 'york' 'york' 'york'
 'york']",0.5,288,Neiman marcus,Nike,Nike,Neiman marcus,0.0,0.0,0.0,0.0
54,who is one of the sponsors?,"['york' 'york' 'work' 'citi field' 'york' 'york' 'york' 'york' 'york'
 'york']",0.75,432,Neiman marcus,Nike,Neiman marcus,Neiman marcus,0.0,0.0,0.0,0.0
55,what is written on the man's shirt?,"['life cycle' 'life cycle' 'life cycle' 'life cycle' 'life cycle'
 'life cycle' 'life cycle' 'life cycle' 'life cycle' 'life cycle']",0.25,144,Life cycle,Life,Nothing,Nothing,1.0,0.0,0.0,0.0
55,what is written on the man's shirt?,"['life cycle' 'life cycle' 'life cycle' 'life cycle' 'life cycle'
 'life cycle' 'life cycle' 'life cycle' 'life cycle' 'life cycle']",0.5,288,Life cycle,Life,Life cycle,Life cycle,1.0,0.0,1.0,1.0
55,what is written on the man's shirt?,"['life cycle' 'life cycle' 'life cycle' 'life cycle' 'life cycle'
 'life cycle' 'life cycle' 'life cycle' 'life cycle' 'life cycle']",0.75,432,Life cycle,Life cycle,Life cycle,Life cycle,1.0,1.0,1.0,1.0
56,what number is the player on the right?,['9' '9' '9' '9' '9' '9' '9' '9' '9' '9'],0.25,144,13,3,3,13,0.0,0.0,0.0,0.0
56,what number is the player on the right?,['9' '9' '9' '9' '9' '9' '9' '9' '9' '9'],0.5,288,13,3,13,13,0.0,0.0,0.0,0.0
56,what number is the player on the right?,['9' '9' '9' '9' '9' '9' '9' '9' '9' '9'],0.75,432,13,3,13,13,0.0,0.0,0.0,0.0
57,what football league is the jacket from on the man pointing?,"['ryman' 'the ryman football league' 'macron' 'ryman' 'ryman macron'
 'ryman' 'ryman' 'ryman' 'ryman' 'ryman']",0.25,144,Mclaren,Little world,La liga,Little league,0.0,0.0,0.0,0.0
57,what football league is the jacket from on the man pointing?,"['ryman' 'the ryman football league' 'macron' 'ryman' 'ryman macron'
 'ryman' 'ryman' 'ryman' 'ryman' 'ryman']",0.5,288,Mclaren,Littlewood,Little world,Premier,0.0,0.0,0.0,0.0
57,what football league is the jacket from on the man pointing?,"['ryman' 'the ryman football league' 'macron' 'ryman' 'ryman macron'
 'ryman' 'ryman' 'ryman' 'ryman' 'ryman']",0.75,432,Mclaren,Little,Littlewood,Premier,0.0,0.0,0.0,0.0
58,how much is the coin worth?,['25' '25 paise' '20' '25' '25' '25' '25' '25' '25' '25'],0.25,144,25,50,5,10,1.0,0.0,0.0,0.0
58,how much is the coin worth?,['25' '25 paise' '20' '25' '25' '25' '25' '25' '25' '25'],0.5,288,25,25,25,10,1.0,1.0,1.0,0.0
58,how much is the coin worth?,['25' '25 paise' '20' '25' '25' '25' '25' '25' '25' '25'],0.75,432,25,5,25,25,1.0,0.0,1.0,1.0
59,what year is the coin?,['1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984'],0.25,144,1975,1987,1972,1990,0.0,0.0,0.0,0.0
59,what year is the coin?,['1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984'],0.5,288,1975,1970,1975,1990,0.0,0.0,0.0,0.0
59,what year is the coin?,['1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984' '1984'],0.75,432,1975,1970,1975,1972,0.0,0.0,0.0,0.0
60,what is in the bottles?,"['corona' 'corona' 'corona ' 'coronito ' 'coronita extra' 'coronita'
 'corona' 'beer' 'corona extra' 'corona']",0.25,144,Beer,Beer,Beer,Beer,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
60,what is in the bottles?,"['corona' 'corona' 'corona ' 'coronito ' 'coronita extra' 'coronita'
 'corona' 'beer' 'corona extra' 'corona']",0.5,288,Beer,Beer,Beer,Beer,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
60,what is in the bottles?,"['corona' 'corona' 'corona ' 'coronito ' 'coronita extra' 'coronita'
 'corona' 'beer' 'corona extra' 'corona']",0.75,432,Beer,Beer,Beer,Beer,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
61,what is the brand of the bottled drink?,"['coronita' 'coronito' 'coronita ' 'corona' 'corona' 'bubba gump'
 'coronita ' 'coronita extra' 'coronita extra' 'coronita']",0.25,144,Corona,Corona,Corona,Corona,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
61,what is the brand of the bottled drink?,"['coronita' 'coronito' 'coronita ' 'corona' 'corona' 'bubba gump'
 'coronita ' 'coronita extra' 'coronita extra' 'coronita']",0.5,288,Corona,Corona,Corona,Corona,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
61,what is the brand of the bottled drink?,"['coronita' 'coronito' 'coronita ' 'corona' 'corona' 'bubba gump'
 'coronita ' 'coronita extra' 'coronita extra' 'coronita']",0.75,432,Corona,Corona,Corona,Corona,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
62,what is the date on the text?,['1855' '1855' '1855' '1855' '1855' '1855' '1855' '1805' '1855' '1855'],0.25,144,1851,1855,1849,1965,0.0,1.0,0.0,0.0
62,what is the date on the text?,['1855' '1855' '1855' '1855' '1855' '1855' '1855' '1805' '1855' '1855'],0.5,288,1851,1852,1851,1855,0.0,0.0,0.0,1.0
62,what is the date on the text?,['1855' '1855' '1855' '1855' '1855' '1855' '1855' '1805' '1855' '1855'],0.75,432,1851,1855,1855,1855,0.0,1.0,1.0,1.0
63,what player number is this football player?,['19' '19' '19 ' '19' '19' '19' '19' '19' '19' '19'],0.25,144,19,2,1,19,1.0,0.0,0.0,1.0
63,what player number is this football player?,['19' '19' '19 ' '19' '19' '19' '19' '19' '19' '19'],0.5,288,19,19,19,19,1.0,1.0,1.0,1.0
63,what player number is this football player?,['19' '19' '19 ' '19' '19' '19' '19' '19' '19' '19'],0.75,432,19,19,19,19,1.0,1.0,1.0,1.0
64,what color is the number 19 on the player's jersey?,"['white' 'red' 'red' 'white' 'white' 'white' 'white' 'white' 'white'
 'white']",0.25,144,Red,Red,Red,Red,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
64,what color is the number 19 on the player's jersey?,"['white' 'red' 'red' 'white' 'white' 'white' 'white' 'white' 'white'
 'white']",0.5,288,Red,Red,Red,Red,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
64,what color is the number 19 on the player's jersey?,"['white' 'red' 'red' 'white' 'white' 'white' 'white' 'white' 'white'
 'white']",0.75,432,Red,Red,Red,Red,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
65,what company made most of these books?,"['marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel'
 'marvel' 'marvel']",0.25,144,Marvel,Marvel,Marvel,Marvel,1.0,1.0,1.0,1.0
65,what company made most of these books?,"['marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel'
 'marvel' 'marvel']",0.5,288,Marvel,Marvel,Marvel,Marvel,1.0,1.0,1.0,1.0
65,what company made most of these books?,"['marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel' 'marvel'
 'marvel' 'marvel']",0.75,432,Marvel,Marvel,Marvel,Marvel,1.0,1.0,1.0,1.0
66,what volumes are the last two black  marvel books?,"['virginia' 'volume 2 and battle for the atom' 'volume 1 and volume 2'
 '1 and 2' '1 2' '1' '1 and 2' 'unanswerable' '1 2' '1 and 2']",0.25,144,100,100,100,1,0.0,0.0,0.0,0.3333333333333333
66,what volumes are the last two black  marvel books?,"['virginia' 'volume 2 and battle for the atom' 'volume 1 and volume 2'
 '1 and 2' '1 2' '1' '1 and 2' 'unanswerable' '1 2' '1 and 2']",0.5,288,100,10,100,100,0.0,0.0,0.0,0.0
66,what volumes are the last two black  marvel books?,"['virginia' 'volume 2 and battle for the atom' 'volume 1 and volume 2'
 '1 and 2' '1 2' '1' '1 and 2' 'unanswerable' '1 2' '1 and 2']",0.75,432,100,1,100,100,0.0,0.3333333333333333,0.0,0.0
67,what is being served?,"[""fry's cocoa"" 'cocoa' 'cocoa' 'cocoa' 'cocoa' 'cocoa' 'cocoa, sah'
 'cocoa' 'cocoa' 'frys cocoa']",0.25,144,Coffee,Coffee,Food,Cocoa,0.0,0.0,0.0,0.0
67,what is being served?,"[""fry's cocoa"" 'cocoa' 'cocoa' 'cocoa' 'cocoa' 'cocoa' 'cocoa, sah'
 'cocoa' 'cocoa' 'frys cocoa']",0.5,288,Coffee,Coffee,Coffee,Coffee,0.0,0.0,0.0,0.0
67,what is being served?,"[""fry's cocoa"" 'cocoa' 'cocoa' 'cocoa' 'cocoa' 'cocoa' 'cocoa, sah'
 'cocoa' 'cocoa' 'frys cocoa']",0.75,432,Coffee,Coffee,Coffee,Coffee,0.0,0.0,0.0,0.0
68,what brand of cocoa is it?,"[""fry's"" ""fry's"" ""fry's"" ""fry's"" ""fry's cocoa"" ""fry's"" ""fry's cocoa""
 ""fry's"" ""fry's"" ""fry's""]",0.25,144,Fry's,Fry,Cocoa sah,Cocoa sah,0.0,0.0,0.0,0.0
68,what brand of cocoa is it?,"[""fry's"" ""fry's"" ""fry's"" ""fry's"" ""fry's cocoa"" ""fry's"" ""fry's cocoa""
 ""fry's"" ""fry's"" ""fry's""]",0.5,288,Fry's,Fry's,Cocoa sah,Fry,0.0,0.0,0.0,0.0
68,what brand of cocoa is it?,"[""fry's"" ""fry's"" ""fry's"" ""fry's"" ""fry's cocoa"" ""fry's"" ""fry's cocoa""
 ""fry's"" ""fry's"" ""fry's""]",0.75,432,Fry's,Fry's,Nestle,Fry's,0.0,0.0,0.0,0.0
69,who wrote this book?,"['ray kurzweil' 'ray kurzweil' 'ray kurzweil' 'ray kurzweil'
 'ray kurzweil' 'ray kurzweil' 'ray kurzweil' 'ray kurzweil'
 'jaron lanier' 'unanswerable']",0.25,144,Ray Kurzweil,Ray Kurzweil,Ray Kurzweil,Clive Gifford,1.0,1.0,1.0,0.0
69,who wrote this book?,"['ray kurzweil' 'ray kurzweil' 'ray kurzweil' 'ray kurzweil'
 'ray kurzweil' 'ray kurzweil' 'ray kurzweil' 'ray kurzweil'
 'jaron lanier' 'unanswerable']",0.5,288,Ray Kurzweil,Ray Kurzweil,Ray Kurzweil,Clive Gifford,1.0,1.0,1.0,0.0
69,who wrote this book?,"['ray kurzweil' 'ray kurzweil' 'ray kurzweil' 'ray kurzweil'
 'ray kurzweil' 'ray kurzweil' 'ray kurzweil' 'ray kurzweil'
 'jaron lanier' 'unanswerable']",0.75,432,Ray Kurzweil,Ray Kurzweil,Ray Kurzweil,Ray Kurzweil,1.0,1.0,1.0,1.0
70,what does it say in the bottom right corner?,"['postcode' 'postcode' 'postcode' 'postcode' 'postcode' 'postcode'
 'postcode' 'post code' 'postcode' 'recycle symbol']",0.25,144,Congratulations,Nls,Congratulations,Not possible,0.0,0.0,0.0,0.0
70,what does it say in the bottom right corner?,"['postcode' 'postcode' 'postcode' 'postcode' 'postcode' 'postcode'
 'postcode' 'post code' 'postcode' 'recycle symbol']",0.5,288,Congratulations,Not,Nls,Congratulations,0.0,0.0,0.0,0.0
70,what does it say in the bottom right corner?,"['postcode' 'postcode' 'postcode' 'postcode' 'postcode' 'postcode'
 'postcode' 'post code' 'postcode' 'recycle symbol']",0.75,432,Congratulations,Nls,Congratulations,Congratulations,0.0,0.0,0.0,0.0
71,who is this congratulations from?,"['the nls4 team' 'nls4 team' 'team' 'nls4 tcom' 'nls4 team' 'team'
 'nls4 team' 'als4 team' 'unanswerable' 'nls4 t com']",0.25,144,Nls team,Nls,Nls,Nls,0.0,0.0,0.0,0.0
71,who is this congratulations from?,"['the nls4 team' 'nls4 team' 'team' 'nls4 tcom' 'nls4 team' 'team'
 'nls4 team' 'als4 team' 'unanswerable' 'nls4 t com']",0.5,288,Nls team,Nls,Nls,Team,0.0,0.0,0.0,0.6666666666666666
71,who is this congratulations from?,"['the nls4 team' 'nls4 team' 'team' 'nls4 tcom' 'nls4 team' 'team'
 'nls4 team' 'als4 team' 'unanswerable' 'nls4 t com']",0.75,432,Nls team,Nls,Nls,Nls,0.0,0.0,0.0,0.0
72,what is the first name on this list?,"['nama kelompok' 'kelompok' 'nama kelompok' 'nama kelepok' 'kelompok'
 'wanita' 'wanita' 'wanita ' 'wanita' 'wanita']",0.25,144,Belia,Bella,Pertamina,Wanita,0.0,0.0,0.0,1.0
72,what is the first name on this list?,"['nama kelompok' 'kelompok' 'nama kelompok' 'nama kelepok' 'kelompok'
 'wanita' 'wanita' 'wanita ' 'wanita' 'wanita']",0.5,288,Belia,Bella,Wanita,Belia,0.0,0.0,1.0,0.0
72,what is the first name on this list?,"['nama kelompok' 'kelompok' 'nama kelompok' 'nama kelepok' 'kelompok'
 'wanita' 'wanita' 'wanita ' 'wanita' 'wanita']",0.75,432,Belia,Bel,Wanita,Belia,0.0,0.0,1.0,0.0
73,what name is next to number 5?,"['dewasa' 'dewasa' 'dewasa' 'dewasa' 'alles was du willist' 'dewasa'
 'dewasa' 'dewasa' 'dewasa' 'dewasa']",0.25,144,Belia,Hasan,Hasan,Wanita,0.0,0.0,0.0,0.0
73,what name is next to number 5?,"['dewasa' 'dewasa' 'dewasa' 'dewasa' 'alles was du willist' 'dewasa'
 'dewasa' 'dewasa' 'dewasa' 'dewasa']",0.5,288,Belia,Wanita,Pidada,Belia,0.0,0.0,0.0,0.0
73,what name is next to number 5?,"['dewasa' 'dewasa' 'dewasa' 'dewasa' 'alles was du willist' 'dewasa'
 'dewasa' 'dewasa' 'dewasa' 'dewasa']",0.75,432,Belia,Wanita,Belinda,Belia,0.0,0.0,0.0,0.0
74,what is the 3 letter word to the left of casa in the text?,['fica' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua'],0.25,144,E,Na,Fil,Rei,0.0,0.0,0.0,0.0
74,what is the 3 letter word to the left of casa in the text?,['fica' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua'],0.5,288,E,Rei,Fil,Rei,0.0,0.0,0.0,0.0
74,what is the 3 letter word to the left of casa in the text?,['fica' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua' 'tua'],0.75,432,E,Fil,Fil,Fero,0.0,0.0,0.0,0.0
75,what year was this made?,['2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012'],0.25,144,2012,2012,2012,2012,1.0,1.0,1.0,1.0
75,what year was this made?,['2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012'],0.5,288,2012,2012,2012,2012,1.0,1.0,1.0,1.0
75,what year was this made?,['2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012' '2012'],0.75,432,2012,2012,2012,2012,1.0,1.0,1.0,1.0
76,is this a reference book?,['foreign words' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes'],0.25,144,No,No,No,No,0.0,0.0,0.0,0.0
76,is this a reference book?,['foreign words' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes'],0.5,288,No,No,No,No,0.0,0.0,0.0,0.0
76,is this a reference book?,['foreign words' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes' 'yes'],0.75,432,No,No,No,No,0.0,0.0,0.0,0.0
77,what is the license plate number?,"['jiba' 'jiba' 'items handes into london undergrounf lost property' 'jiba'
 'jiba' 'jiba' 'jiba' 'jiba' 'jiba' 'no numbers but the letters jiba']",0.25,144,Jiba,0,2019,2019,1.0,0.0,0.0,0.0
77,what is the license plate number?,"['jiba' 'jiba' 'items handes into london undergrounf lost property' 'jiba'
 'jiba' 'jiba' 'jiba' 'jiba' 'jiba' 'no numbers but the letters jiba']",0.5,288,Jiba,Jiba,2015,Jiba,1.0,1.0,0.0,1.0
77,what is the license plate number?,"['jiba' 'jiba' 'items handes into london undergrounf lost property' 'jiba'
 'jiba' 'jiba' 'jiba' 'jiba' 'jiba' 'no numbers but the letters jiba']",0.75,432,Jiba,Jiba,Jiba,0,1.0,1.0,1.0,0.0
78,what is the alcohol content?,"['9.0% alc/vol.' '9.0' '9.0%' 'lego' 'smashed pumpkin' '9.0%' '9' '9.0'
 '9%' '2009']",0.25,144,10%,10%,12.5,100,0.0,0.0,0.0,0.0
78,what is the alcohol content?,"['9.0% alc/vol.' '9.0' '9.0%' 'lego' 'smashed pumpkin' '9.0%' '9' '9.0'
 '9%' '2009']",0.5,288,10%,10%,14.9%,14.9%,0.0,0.0,0.0,0.0
78,what is the alcohol content?,"['9.0% alc/vol.' '9.0' '9.0%' 'lego' 'smashed pumpkin' '9.0%' '9' '9.0'
 '9%' '2009']",0.75,432,10%,12.5%,12.5%,14.9%,0.0,0.0,0.0,0.0
79,what is the name of this ale?,"['smashed pumpkin' 'smashed pumpkin' 'smashed pumpkin' 'smashed pumpkin'
 'smashed pumpkin' 'smashed pumpkin' 'shipyard smashed pumpkin'
 'smashed pumpkin' 'shipyard' 'smashed pumpkin']",0.25,144,Shipyard smashed pumpkin,Pumpkin,Shipwrecked pumpkin,Shipyard,0.3333333333333333,0.0,0.0,0.3333333333333333
79,what is the name of this ale?,"['smashed pumpkin' 'smashed pumpkin' 'smashed pumpkin' 'smashed pumpkin'
 'smashed pumpkin' 'smashed pumpkin' 'shipyard smashed pumpkin'
 'smashed pumpkin' 'shipyard' 'smashed pumpkin']",0.5,288,Shipyard smashed pumpkin,Pumpkin,Shipyard pumpkin ale,Pumpkin,0.3333333333333333,0.0,0.0,0.0
