shard,idx_in_shard,image_path,question,source
46,72,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_585.jpg,What room is this?,vqav2
46,73,/opt/dlami/nvme/data/raw_distill/gqa_train/2385450.jpg,Does the road look wet and white?,gqa
46,74,/opt/dlami/nvme/data/raw_distill/gqa_train/2378020.jpg,"How does the carpet look, gray or red?",gqa
46,75,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00005-of-00020_189.jpg,where is this coin from?,textvqa
46,76,/opt/dlami/nvme/data/raw_distill/gqa_train/2374277.jpg,Is the person to the left of the baseball wearing a cap?,gqa
46,77,/opt/dlami/nvme/data/raw_distill/gqa_train/2363553.jpg,How is the vehicle that is behind the person to the right of the car called?,gqa
46,78,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_456.jpg,what country is the food from?,textvqa
46,79,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_1701.jpg,what is this book about?,textvqa
46,80,/opt/dlami/nvme/data/raw_distill/gqa_train/2353646.jpg,What does the person to the right of the helmet wear?,gqa
46,81,/opt/dlami/nvme/data/raw_distill/gqa_train/2369131.jpg,Is the woman to the left of the person sitting in the chair that is made of wood?,gqa
46,82,/opt/dlami/nvme/data/raw_distill/gqa_train/2412759.jpg,Are there any blankets or towels that are not red?,gqa
46,83,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_674.jpg,Is that a real woman posing with the skirt?,vqav2
46,84,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_68.jpg,what kinf of beer is this?,textvqa
46,85,/opt/dlami/nvme/data/raw_distill/gqa_train/2373754.jpg,Who is wearing a coat?,gqa
46,86,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_759.jpg,What type of facial hair does the man have?,vqav2
46,87,/opt/dlami/nvme/data/raw_distill/gqa_train/2323785.jpg,Is the color of the frame different than the flower?,gqa
46,88,/opt/dlami/nvme/data/raw_distill/gqa_train/2412475.jpg,Is it a garden?,gqa
46,89,/opt/dlami/nvme/data/raw_distill/gqa_train/2340677.jpg,Is the full drink to the left of the keyboard that is of the laptop?,gqa
46,90,/opt/dlami/nvme/data/raw_distill/gqa_train/2380411.jpg,"How does the grass look, green or brown?",gqa
46,91,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_2326.jpg,What is flying?,vqav2
46,92,/opt/dlami/nvme/data/raw_distill/gqa_train/2416127.jpg,Is the keyboard to the left or to the right of the monitor?,gqa
46,93,/opt/dlami/nvme/data/raw_distill/gqa_train/2360447.jpg,What type of furniture is to the right of the sheets on the left?,gqa
46,94,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_341.jpg,Are the dog and man on a longboard?,vqav2
46,95,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_3015.jpg,What times do the clocks say?,vqav2
46,96,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_1465.jpg,Is this picture signed?,vqav2
46,97,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_2838.jpg,Is there a toilet seat on the toilet?,vqav2
46,98,/opt/dlami/nvme/data/raw_distill/gqa_train/2402399.jpg,What type of animal is in the lush field?,gqa
46,99,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00003-of-00020_678.jpg,what is the name of the clear bottle?,textvqa
47,0,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_1999.jpg,Is this a restaurant kitchen?,vqav2
47,1,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_521.jpg,Would you find this animal at a petting zoo?,vqav2
47,2,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_2031.jpg,Does this room need to be cleaned?,vqav2
47,3,/opt/dlami/nvme/data/raw_distill/gqa_train/2330368.jpg,Is the bookshelf in the bottom part of the photo?,gqa
47,4,/opt/dlami/nvme/data/raw_distill/gqa_train/150316.jpg,Do you see motorcycles or benches?,gqa
47,5,/opt/dlami/nvme/data/raw_distill/gqa_train/2353417.jpg,Is the color of the tennis racket black?,gqa
47,6,/opt/dlami/nvme/data/raw_distill/gqa_train/2366434.jpg,Are the plastic bags to the left or to the right of the apple that is to the left of the banana?,gqa
47,7,/opt/dlami/nvme/data/raw_distill/gqa_train/2369014.jpg,What is the woman wearing?,gqa
47,8,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00007-of-00020_269.jpg,is this a grocery store?,textvqa
47,9,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_451.jpg,Is the clock between two arches?,vqav2
47,10,/opt/dlami/nvme/data/raw_distill/gqa_train/2387578.jpg,Where is the bush?,gqa
47,11,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_2920.jpg,What city is named on the orange t shirt?,vqav2
47,12,/opt/dlami/nvme/data/raw_distill/gqa_train/2327544.jpg,Which side of the image is the white container on?,gqa
47,13,/opt/dlami/nvme/data/raw_distill/gqa_train/2394404.jpg,What color does the jacket have?,gqa
47,14,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_780.jpg,Are the cars parked?,vqav2
47,15,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_3024.jpg,Are the trees bare?,vqav2
47,16,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_4.jpg,Is there dirt on the ground?,vqav2
47,17,/opt/dlami/nvme/data/raw_distill/gqa_train/2356221.jpg,Is the tap gold or black?,gqa
47,18,/opt/dlami/nvme/data/raw_distill/gqa_train/2363267.jpg,Do you see black umbrellas or bags?,gqa
47,19,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_562.jpg,What color are the stakes in the dirt?,vqav2
47,20,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_647.jpg,who is the author of this book?,textvqa
47,21,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_2179.jpg,How many children are in the bed?,vqav2
47,22,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_909.jpg,What is the floor made of?,vqav2
47,23,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_1564.jpg,is there a c button?,textvqa
47,24,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00009-of-00136_393.jpg,What animals are these?,vqav2
47,25,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_347.jpg,Are the zebras in the water?,vqav2
47,26,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_1687.jpg,How many levels does this bus have?,vqav2
47,27,/opt/dlami/nvme/data/raw_distill/gqa_train/2383299.jpg,Is the laptop on a couch?,gqa
47,28,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_530.jpg,Is he surfing?,vqav2
47,29,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00003-of-00020_1128.jpg,how many ounces are in the bottle?,textvqa
47,30,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_1001.jpg,where was this product made?,textvqa
47,31,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00000-of-00020_464.jpg,what is the number in yellow on the right bulding?,textvqa
47,32,/opt/dlami/nvme/data/raw_distill/gqa_train/2417509.jpg,What is on the tree?,gqa
47,33,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1166.jpg,what bank is on the scoreboard?,textvqa
47,34,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_911.jpg,how many inches is that ruler?,textvqa
47,35,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_3052.jpg,Is the toilet set up?,vqav2
47,36,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_2142.jpg,What color is the bedspread?,vqav2
47,37,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_422.jpg,what type of computer does this person use?,textvqa
47,38,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_2005.jpg,What color are the tables?,vqav2
47,39,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_207.jpg,What does red mean?,vqav2
47,40,/opt/dlami/nvme/data/raw_distill/gqa_train/2404831.jpg,Are there both oranges and mangoes in this scene?,gqa
47,41,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00005-of-00020_98.jpg,what city is mentioned in the text?,textvqa
47,42,/opt/dlami/nvme/data/raw_distill/gqa_train/2400163.jpg,Does the basket look empty or full?,gqa
47,43,/opt/dlami/nvme/data/raw_distill/gqa_train/2372233.jpg,What is the color of that pillow?,gqa
47,44,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_3241.jpg,What is the silver box below the mirror?,vqav2
47,45,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_560.jpg,what kind of book is this?,textvqa
47,46,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_2357.jpg,Is the gravy boat full?,vqav2
47,47,/opt/dlami/nvme/data/raw_distill/gqa_train/2319666.jpg,What is the item of furniture that that table is in front of called?,gqa
47,48,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_1729.jpg,Is the photo colorful?,vqav2
47,49,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_2561.jpg,What object shows the reflection of the dog?,vqav2
47,50,/opt/dlami/nvme/data/raw_distill/gqa_train/2373941.jpg,Who is in front of the motorcycle?,gqa
47,51,/opt/dlami/nvme/data/raw_distill/gqa_train/2368601.jpg,Is the broom brown?,gqa
47,52,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_392.jpg,what did they do after 19 days?,textvqa
47,53,/opt/dlami/nvme/data/raw_distill/gqa_train/2412431.jpg,Is the wine in the glass white or red?,gqa
47,54,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_3037.jpg,What color are the woman's socks?,vqav2
47,55,/opt/dlami/nvme/data/raw_distill/gqa_train/2408772.jpg,Which kind of device is on the desk?,gqa
47,56,/opt/dlami/nvme/data/raw_distill/gqa_train/2328959.jpg,Is the lamp on an end table?,gqa
47,57,/opt/dlami/nvme/data/raw_distill/gqa_train/2410526.jpg,Are there any closed doors?,gqa
47,58,/opt/dlami/nvme/data/raw_distill/gqa_train/2382281.jpg,Are the animals all of the same species?,gqa
47,59,/opt/dlami/nvme/data/raw_distill/gqa_train/2335051.jpg,What appliance is in the kitchen?,gqa
47,60,/opt/dlami/nvme/data/raw_distill/gqa_train/2348170.jpg,On which side of the image is the woman?,gqa
47,61,/opt/dlami/nvme/data/raw_distill/gqa_train/2351964.jpg,Are there any shoppers in the market?,gqa
47,62,/opt/dlami/nvme/data/raw_distill/gqa_train/2401857.jpg,What kind of animal is on the poster?,gqa
47,63,/opt/dlami/nvme/data/raw_distill/gqa_train/2412242.jpg,Do you see a computer mouse to the left of the keyboard that is on the right side?,gqa
47,64,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_495.jpg,What is the energy source for the hot plate?,vqav2
47,65,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1172.jpg,what soda brand is advertising at this arena?,textvqa
47,66,/opt/dlami/nvme/data/raw_distill/gqa_train/2371261.jpg,Is the man that is to the left of the horse wearing shorts?,gqa
47,67,/opt/dlami/nvme/data/raw_distill/gqa_train/4112.jpg,What color is the basket the poster is inside of?,gqa
47,68,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_607.jpg,How many kites do you see?,vqav2
47,69,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_129.jpg,What city is this in?,vqav2
47,70,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_229.jpg,What is the boy riding?,vqav2
47,71,/opt/dlami/nvme/data/raw_distill/gqa_train/2414141.jpg,Is the young person wearing a cap?,gqa
47,72,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_787.jpg,What is the cat climbing on?,vqav2
47,73,/opt/dlami/nvme/data/raw_distill/gqa_train/2341095.jpg,Are there either any toilets or refrigerators?,gqa
47,74,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_2030.jpg,How many lamps are in the picture?,vqav2
47,75,/opt/dlami/nvme/data/raw_distill/gqa_train/2335928.jpg,What do you think is the name of the piece of furniture to the left of the appliance above the oven?,gqa
47,76,/opt/dlami/nvme/data/raw_distill/gqa_train/2403162.jpg,How is the weather?,gqa
47,77,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_148.jpg,what is the name in white?,textvqa
47,78,/opt/dlami/nvme/data/raw_distill/gqa_train/2347260.jpg,Is the person to the left or to the right of the fence on the left side?,gqa
47,79,/opt/dlami/nvme/data/raw_distill/gqa_train/2392551.jpg,Is the boy to the right of the fence holding the tennis racket?,gqa
47,80,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_1368.jpg,is this a book?,textvqa
47,81,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_1105.jpg,What type of silverware is sitting next to the cake?,vqav2
47,82,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_1357.jpg,what is the tag number of the bus?,textvqa
47,83,/opt/dlami/nvme/data/raw_distill/gqa_train/2362748.jpg,Who is carrying the bag?,gqa
47,84,/opt/dlami/nvme/data/raw_distill/gqa_train/2413244.jpg,Is the person to the right of the person wearing goggles?,gqa
47,85,/opt/dlami/nvme/data/raw_distill/gqa_train/2396194.jpg,Is there a square cake or plate?,gqa
47,86,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2901.jpg,Did this man fall off of the skateboard?,vqav2
47,87,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00011-of-00020_803.jpg,what is the leftmost sponsor on the sideboards?,textvqa
47,88,/opt/dlami/nvme/data/raw_distill/gqa_train/2337704.jpg,Is this woman wearing jeans?,gqa
47,89,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_2106.jpg,What color is the car on the right?,vqav2
47,90,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_1030.jpg,What old fashioned item is the display meant to look like?,vqav2
47,91,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_832.jpg,what brand of alcohol is this?,textvqa
47,92,/opt/dlami/nvme/data/raw_distill/gqa_train/2331577.jpg,Who is wearing a coat?,gqa
47,93,/opt/dlami/nvme/data/raw_distill/gqa_train/2357160.jpg,Who is in front of the people on the right?,gqa
47,94,/opt/dlami/nvme/data/raw_distill/gqa_train/2408313.jpg,Who is wearing a coat?,gqa
47,95,/opt/dlami/nvme/data/raw_distill/gqa_train/2414891.jpg,Does that man seem to be surfing?,gqa
47,96,/opt/dlami/nvme/data/raw_distill/gqa_train/2364113.jpg,Is the fork on a napkin?,gqa
47,97,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_2254.jpg,Where might the giraffe be living?,vqav2
47,98,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_166.jpg,Is he standing on dirt?,vqav2
47,99,/opt/dlami/nvme/data/raw_distill/gqa_train/2411326.jpg,Does the skateboard look blue?,gqa
48,0,/opt/dlami/nvme/data/raw_distill/gqa_train/2353651.jpg,Which place is it?,gqa
48,1,/opt/dlami/nvme/data/raw_distill/gqa_train/2359956.jpg,Is the umpire to the left or to the right of the helmet the catcher is wearing?,gqa
48,2,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_960.jpg,who makes this syrup?,textvqa
48,3,/opt/dlami/nvme/data/raw_distill/gqa_train/2321213.jpg,What is the man to the left of the people wearing?,gqa
48,4,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1388.jpg,what is the first word in red on the sign?,textvqa
48,5,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_237.jpg,what brand of beer?,textvqa
48,6,/opt/dlami/nvme/data/raw_distill/gqa_train/2351051.jpg,What is the device on top of the round table?,gqa
48,7,/opt/dlami/nvme/data/raw_distill/gqa_train/2330172.jpg,Is the towel to the right or to the left of the man that wears a shirt?,gqa
48,8,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_587.jpg,Is the plane's engine on?,vqav2
48,9,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_1824.jpg,How many wheels does the truck have?,vqav2
48,10,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00008-of-00020_1626.jpg,who is a kiss for?,textvqa
48,11,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00003-of-00020_1435.jpg,what does the top of the bottle say?,textvqa
48,12,/opt/dlami/nvme/data/raw_distill/gqa_train/2354021.jpg,Is the steel refrigerator to the left or to the right of the stove?,gqa
48,13,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_1088.jpg,what is written in blue on the top of the sign?,textvqa
48,14,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00002-of-00136_3173.jpg,How many people are sitting at tables in this room?,vqav2
48,15,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00001-of-00136_1280.jpg,What color is this person wearing?,vqav2
48,16,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_1572.jpg,What kind of chair is this cat sitting in?,vqav2
48,17,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_1432.jpg,What object is in the background of this picture?,vqav2
48,18,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_3084.jpg,Is this fruit edible?,vqav2
48,19,/opt/dlami/nvme/data/raw_distill/gqa_train/2319052.jpg,Is there a wine glass to the right of the man that is drinking?,gqa
48,20,/opt/dlami/nvme/data/raw_distill/gqa_train/2409456.jpg,What color is that couch?,gqa
48,21,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_716.jpg,What is the boy posing with?,vqav2
48,22,/opt/dlami/nvme/data/raw_distill/gqa_train/2371921.jpg,Are there any gold trains?,gqa
48,23,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_1215.jpg,What is the man doing?,vqav2
48,24,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_577.jpg,what caliber is the revolver in the poster?,textvqa
48,25,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00005-of-00020_567.jpg,what brand is this computer?,textvqa
48,26,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_265.jpg,What are they eating along with their wine?,vqav2
48,27,/opt/dlami/nvme/data/raw_distill/gqa_train/2383406.jpg,Who holds onto the rope?,gqa
48,28,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_796.jpg,What print is this woman's dress?,vqav2
48,29,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_1235.jpg,Where is this photo taken?,vqav2
48,30,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00011-of-00020_592.jpg,who is the sponsor in red?,textvqa
48,31,/opt/dlami/nvme/data/raw_distill/gqa_train/2384778.jpg,"What does the large animal hold, a phone or a speaker?",gqa
48,32,/opt/dlami/nvme/data/raw_distill/gqa_train/2397394.jpg,Is there a giraffe near the tree?,gqa
48,33,/opt/dlami/nvme/data/raw_distill/gqa_train/2350983.jpg,Is the boy to the right or to the left of the man?,gqa
48,34,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_2320.jpg,Where is the cash register?,vqav2
48,35,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_895.jpg,Is this a Polaroid?,vqav2
48,36,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_2310.jpg,How many whiskers does the cat have?,vqav2
48,37,/opt/dlami/nvme/data/raw_distill/gqa_train/2376657.jpg,What color does the basket have?,gqa
48,38,/opt/dlami/nvme/data/raw_distill/gqa_train/2412649.jpg,What is the appliance to the left of the small microwave?,gqa
48,39,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_414.jpg,Is she dressed as a man?,vqav2
48,40,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00000-of-00136_855.jpg,Are they coworkers or best friends?,vqav2
48,41,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_1978.jpg,Does the cow have a dot on his head?,vqav2
48,42,/opt/dlami/nvme/data/raw_distill/gqa_train/2325635.jpg,Are there any mugs or bottles that are made of glass?,gqa
48,43,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_3188.jpg,What kind of flower is on the table?,vqav2
48,44,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_679.jpg,What color is the dog's collar?,vqav2
48,45,/opt/dlami/nvme/data/raw_distill/gqa_train/2346713.jpg,Who wears the helmet?,gqa
48,46,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_391.jpg,What desert is sliced?,vqav2
48,47,/opt/dlami/nvme/data/raw_distill/gqa_train/2394079.jpg,What kind of material is the fence behind the dog made of?,gqa
48,48,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_2233.jpg,What color is the grass?,vqav2
48,49,/opt/dlami/nvme/data/raw_distill/gqa_train/2382489.jpg,Is the grass in front of the white dog?,gqa
48,50,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00004-of-00020_417.jpg,what is the name of this ale?,textvqa
48,51,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00000-of-00020_1717.jpg,what type of service does the tailor shop offer?,textvqa
48,52,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00003-of-00136_3014.jpg,What is the food?,vqav2
48,53,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00001-of-00020_511.jpg,the board game that says zach who is with him?,textvqa
48,54,/opt/dlami/nvme/data/raw_distill/gqa_train/2374964.jpg,The person to the left of the person is sitting on what?,gqa
48,55,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00000-of-00020_824.jpg,what is the number on the airplane?,textvqa
48,56,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00005-of-00020_1423.jpg,what is written on the box under the desk?,textvqa
48,57,/opt/dlami/nvme/data/raw_distill/gqa_train/2366440.jpg,He is holding what?,gqa
48,58,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_2975.jpg,Are both of these women wearing hats?,vqav2
48,59,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_736.jpg,How many men are pictured?,vqav2
48,60,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00005-of-00020_1585.jpg,what brand of laptop is this?,textvqa
48,61,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_2866.jpg,Who took this picture?,vqav2
48,62,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00004-of-00136_2522.jpg,What color is the bench in the picture?,vqav2
48,63,/opt/dlami/nvme/data/raw_distill/gqa_train/2340992.jpg,Is there a fence or a bike in the image?,gqa
48,64,/opt/dlami/nvme/data/raw_distill/gqa_train/2359448.jpg,What is the aircraft that the trees are behind of called?,gqa
48,65,/opt/dlami/nvme/data/raw_distill/gqa_train/2390430.jpg,Do the wide trees near the fence look green and large?,gqa
48,66,/opt/dlami/nvme/data/raw_distill/gqa_train/2404909.jpg,What color are the clouds?,gqa
48,67,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00009-of-00020_1096.jpg,what is this article?,textvqa
48,68,/opt/dlami/nvme/data/raw_distill/gqa_train/1185.jpg,Is the oven in the bottom or in the top of the image?,gqa
48,69,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00007-of-00136_3194.jpg,How many electrical outlets are there?,vqav2
48,70,/opt/dlami/nvme/data/raw_distill/gqa_train/2394620.jpg,What is hanging on the wall?,gqa
48,71,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00005-of-00136_173.jpg,Are they on the beach?,vqav2
48,72,/opt/dlami/nvme/data/raw_distill/gqa_train/2384001.jpg,What is around the towel?,gqa
48,73,/opt/dlami/nvme/data/raw_distill/gqa_train/713414.jpg,Is the screen in the bottom or in the top of the image?,gqa
48,74,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_1611.jpg,what number is on the book?,textvqa
48,75,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_405.jpg,what easy to eat food does this shop sell?,textvqa
48,76,/opt/dlami/nvme/data/raw_distill/gqa_train/2320763.jpg,What type of animal is to the right of the sofa that is in front of the pillows?,gqa
48,77,/opt/dlami/nvme/data/raw_distill/gqa_train/2412820.jpg,Are there both coats and skis in the image?,gqa
48,78,/opt/dlami/nvme/data/raw_distill/gqa_train/2335225.jpg,Which place is it?,gqa
48,79,/opt/dlami/nvme/data/raw_distill/gqa_train/1519.jpg,What is the device to the right of the screen called?,gqa
48,80,/opt/dlami/nvme/data/raw_distill/gqa_train/2326569.jpg,Is the dog to the right or to the left of the vehicle that the person drives?,gqa
48,81,/opt/dlami/nvme/data/raw_distill/gqa_train/150489.jpg,Which color is the vehicle on the right of the photo?,gqa
48,82,/opt/dlami/nvme/data/raw_distill/gqa_train/2319719.jpg,Is the brown animal to the left or to the right of the person that looks happy?,gqa
48,83,/opt/dlami/nvme/data/raw_distill/gqa_train/2320439.jpg,What kind of furniture is not brown?,gqa
48,84,/opt/dlami/nvme/data/raw_distill/gqa_train/2402868.jpg,Are there any cabinets or faucets?,gqa
48,85,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00006-of-00020_1662.jpg,what route number can you see on the sign above the man?,textvqa
48,86,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_599.jpg,What is the rail made of?,vqav2
48,87,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00008-of-00136_2210.jpg,Is the person wearing glasses?,vqav2
48,88,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00006-of-00136_2104.jpg,What are the giraffes doing?,vqav2
48,89,/opt/dlami/nvme/data/raw_distill/vqav2_train/vqav2_train-00009-of-00136_579.jpg,Are they at a beach?,vqav2
48,90,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00002-of-00020_527.jpg,what is written under the red rose?,textvqa
48,91,/opt/dlami/nvme/data/raw_distill/textvqa_train/textvqa_train-00010-of-00020_1270.jpg,what is the nuggets score?,textvqa
