idx,question,gold,retention,k,ans_unpruned,ans_random,ans_papit,ans_distill,acc_unpruned,acc_random,acc_papit,acc_distill
82,What is the color of the glove?,black,0.75,432,Black,Black,Black,Black,1.0,1.0,1.0,1.0
83,Does the blanket look soft and white?,yes,0.25,144,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
83,Does the blanket look soft and white?,yes,0.5,288,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
83,Does the blanket look soft and white?,yes,0.75,432,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
84,What color are the drawers?,light brown,0.25,144,Brown,Brown,Brown,Brown,0.0,0.0,0.0,0.0
84,What color are the drawers?,light brown,0.5,288,Brown,Brown,Brown,Brown,0.0,0.0,0.0,0.0
84,What color are the drawers?,light brown,0.75,432,Brown,Brown,Brown,Brown,0.0,0.0,0.0,0.0
85,Are there refrigerators to the left of the stove?,yes,0.25,144,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
85,Are there refrigerators to the left of the stove?,yes,0.5,288,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
85,Are there refrigerators to the left of the stove?,yes,0.75,432,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
86,Which kind of clothing is bright?,gown,0.25,144,Dress,Dress,Shirt,Dress,0.0,0.0,0.0,0.0
86,Which kind of clothing is bright?,gown,0.5,288,Dress,Dress,Dress,Shirt,0.0,0.0,0.0,0.0
86,Which kind of clothing is bright?,gown,0.75,432,Dress,Dress,Dress,Dress,0.0,0.0,0.0,0.0
87,Is there an elephant near the person that is wearing a coat?,no,0.25,144,No,No,No,No,1.0,1.0,1.0,1.0
87,Is there an elephant near the person that is wearing a coat?,no,0.5,288,No,No,No,No,1.0,1.0,1.0,1.0
87,Is there an elephant near the person that is wearing a coat?,no,0.75,432,No,No,No,No,1.0,1.0,1.0,1.0
88,What is the woman wearing?,gloves,0.25,144,Pants,Pants,Jacket,Hat,0.0,0.0,0.0,0.0
88,What is the woman wearing?,gloves,0.5,288,Pants,Pants,Skis,Hat,0.0,0.0,0.0,0.0
88,What is the woman wearing?,gloves,0.75,432,Pants,Pants,Jacket,Jacket,0.0,0.0,0.0,0.0
89,What do you think is the standing person near the man wearing?,gloves,0.25,144,Jacket,Pants,Pants,Hat,0.0,0.0,0.0,0.0
89,What do you think is the standing person near the man wearing?,gloves,0.5,288,Jacket,Pants,Glove,Hat,0.0,0.0,0.0,0.0
89,What do you think is the standing person near the man wearing?,gloves,0.75,432,Jacket,Skis,Skis,Glove,0.0,0.0,0.0,0.0
90,Which type of clothing is pink?,gown,0.25,144,Dress,Dress,Dress,Dress,0.0,0.0,0.0,0.0
90,Which type of clothing is pink?,gown,0.5,288,Dress,Dress,Dress,Dress,0.0,0.0,0.0,0.0
90,Which type of clothing is pink?,gown,0.75,432,Dress,Dress,Dress,Dress,0.0,0.0,0.0,0.0
91,What is the person that is sitting down sitting atop?,stairs,0.25,144,Stairs,Stairs,Stairs,Building,1.0,1.0,1.0,0.0
91,What is the person that is sitting down sitting atop?,stairs,0.5,288,Stairs,Stairs,Stairs,Skateboard,1.0,1.0,1.0,0.0
91,What is the person that is sitting down sitting atop?,stairs,0.75,432,Stairs,Stairs,Stairs,Stairs,1.0,1.0,1.0,1.0
92,What's standing on the floor?,shelf,0.25,144,Shelf,Bookshelf,Book,Shelf,1.0,0.0,0.0,1.0
92,What's standing on the floor?,shelf,0.5,288,Shelf,Bookshelf,Bookshelf,Shelf,1.0,0.0,0.0,1.0
92,What's standing on the floor?,shelf,0.75,432,Shelf,Bookshelf,Bookshelf,Bookshelf,1.0,0.0,0.0,0.0
93,What items of furniture are to the left of the boy?,tables,0.25,144,Chairs,Chairs,Chairs,Chairs,0.0,0.0,0.0,0.0
93,What items of furniture are to the left of the boy?,tables,0.5,288,Chairs,Chairs,Chairs,Chairs,0.0,0.0,0.0,0.0
93,What items of furniture are to the left of the boy?,tables,0.75,432,Chairs,Chairs,Chairs,Chairs,0.0,0.0,0.0,0.0
94,What is in front of the wall that is not short?,shelf,0.25,144,Shelf,Bookshelf,Shelf,Shelf,1.0,0.0,1.0,1.0
94,What is in front of the wall that is not short?,shelf,0.5,288,Shelf,Bookshelf,Shelf,Shelf,1.0,0.0,1.0,1.0
94,What is in front of the wall that is not short?,shelf,0.75,432,Shelf,Bookshelf,Bookshelf,Books,1.0,0.0,0.0,0.0
95,How wide is the parking lot made of cement?,wide,0.25,144,Wide,Wide,Wide,Narrow,1.0,1.0,1.0,0.0
95,How wide is the parking lot made of cement?,wide,0.5,288,Wide,Wide,Wide,Narrow,1.0,1.0,1.0,0.0
95,How wide is the parking lot made of cement?,wide,0.75,432,Wide,Wide,Wide,Wide,1.0,1.0,1.0,1.0
96,On which side of the picture is the clean mirror?,left,0.25,144,Left,Left,Left,Left,1.0,1.0,1.0,1.0
96,On which side of the picture is the clean mirror?,left,0.5,288,Left,Left,Left,Left,1.0,1.0,1.0,1.0
96,On which side of the picture is the clean mirror?,left,0.75,432,Left,Left,Left,Left,1.0,1.0,1.0,1.0
97,What is the device in front of the flat computer?,phone,0.25,144,Keyboard,Keyboard,Keyboard,Monitor,0.0,0.0,0.0,0.0
97,What is the device in front of the flat computer?,phone,0.5,288,Keyboard,Keyboard,Keyboard,Monitor,0.0,0.0,0.0,0.0
97,What is the device in front of the flat computer?,phone,0.75,432,Keyboard,Keyboard,Keyboard,Keyboard,0.0,0.0,0.0,0.0
98,What is sitting on the floor?,gift,0.25,144,Snowboard,Snowboard,Snowboard,Snowboard,0.0,0.0,0.0,0.0
98,What is sitting on the floor?,gift,0.5,288,Snowboard,Snowboard,Snowboard,Snowboard,0.0,0.0,0.0,0.0
98,What is sitting on the floor?,gift,0.75,432,Snowboard,Snowboard,Snowboard,Snowboard,0.0,0.0,0.0,0.0
99,Is there a blender to the right of the yellow drink?,yes,0.25,144,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
99,Is there a blender to the right of the yellow drink?,yes,0.5,288,Yes,Yes,Yes,No,1.0,1.0,1.0,0.0
99,Is there a blender to the right of the yellow drink?,yes,0.75,432,Yes,Yes,Yes,Yes,1.0,1.0,1.0,1.0
